Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
Construcción;Otros costes por hora;2017T1;4,99
Construcción;Otros costes por hora;2016T4;5,41
Construcción;Otros costes por hora;2016T3;5,51
Construcción;Otros costes por hora;2016T2;5,1
Construcción;Otros costes por hora;2016T1;5,33
Construcción;Otros costes por hora;2015T4;5,4
Construcción;Otros costes por hora;2015T3;5,66
Construcción;Otros costes por hora;2015T2;5,45
Construcción;Otros costes por hora;2015T1;5,32
Construcción;Otros costes por hora;2014T4;5,54
Construcción;Otros costes por hora;2014T3;5,7
Construcción;Otros costes por hora;2014T2;5,47
Construcción;Otros costes por hora;2014T1;5,67
Construcción;Otros costes por hora;2013T4;5,84
Construcción;Otros costes por hora;2013T3;5,81
Construcción;Otros costes por hora;2013T2;5,58
Construcción;Otros costes por hora;2013T1;5,75
Construcción;Otros costes por hora;2012T4;5,84
Construcción;Otros costes por hora;2012T3;5,89
Construcción;Otros costes por hora;2012T2;5,62
Construcción;Otros costes por hora;2012T1;5,6
Construcción;Otros costes por hora;2011T4;5,84
Construcción;Otros costes por hora;2011T3;5,82
Construcción;Otros costes por hora;2011T2;5,33
Construcción;Otros costes por hora;2011T1;5,34
Construcción;Otros costes por hora;2010T4;5,47
Construcción;Otros costes por hora;2010T3;5,53
Construcción;Otros costes por hora;2010T2;5,18
Construcción;Otros costes por hora;2010T1;5,2
Construcción;Otros costes por hora;2009T4;5,46
Construcción;Otros costes por hora;2009T3;5,64
Construcción;Otros costes por hora;2009T2;5,33
Construcción;Otros costes por hora;2009T1;5,29
Construcción;Otros costes por hora;2008T4;5,29
Construcción;Otros costes por hora;2008T3;5,44
Construcción;Otros costes por hora;2008T2;4,74
Construcción;Otros costes por hora;2008T1;4,84
Servicios;Coste laboral total por hora;2024T4;25,43
Servicios;Coste laboral total por hora;2024T3;24,87
Servicios;Coste laboral total por hora;2024T2;23,54
Servicios;Coste laboral total por hora;2024T1;23,11
Servicios;Coste laboral total por hora;2023T4;24,76
Servicios;Coste laboral total por hora;2023T3;23,59
Servicios;Coste laboral total por hora;2023T2;23,09
Servicios;Coste laboral total por hora;2023T1;21,52
Servicios;Coste laboral total por hora;2022T4;23,37
Servicios;Coste laboral total por hora;2022T3;22,31
Servicios;Coste laboral total por hora;2022T2;21,6
Servicios;Coste laboral total por hora;2022T1;20,66
Servicios;Coste laboral total por hora;2021T4;22,54
Servicios;Coste laboral total por hora;2021T3;21,7
Servicios;Coste laboral total por hora;2021T2;21,6
Servicios;Coste laboral total por hora;2021T1;20,65
Servicios;Coste laboral total por hora;2020T4;22,48
Servicios;Coste laboral total por hora;2020T3;21,83
Servicios;Coste laboral total por hora;2020T2;22,73
Servicios;Coste laboral total por hora;2020T1;19,87
Servicios;Coste laboral total por hora;2019T4;21,24
Servicios;Coste laboral total por hora;2019T3;20,79
Servicios;Coste laboral total por hora;2019T2;20,17
Servicios;Coste laboral total por hora;2019T1;18,92
Servicios;Coste laboral total por hora;2018T4;20,77
Servicios;Coste laboral total por hora;2018T3;20,27
Servicios;Coste laboral total por hora;2018T2;19,01
Servicios;Coste laboral total por hora;2018T1;18,86
Servicios;Coste laboral total por hora;2017T4;20,66
Servicios;Coste laboral total por hora;2017T3;19,72
Servicios;Coste laboral total por hora;2017T2;19,34
Servicios;Coste laboral total por hora;2017T1;18,15
Servicios;Coste laboral total por hora;2016T4;20,39
Servicios;Coste laboral total por hora;2016T3;19,81
Servicios;Coste laboral total por hora;2016T2;18,67
Servicios;Coste laboral total por hora;2016T1;18,94
Servicios;Coste laboral total por hora;2015T4;20,28
Servicios;Coste laboral total por hora;2015T3;19,76
Servicios;Coste laboral total por hora;2015T2;19,39
Servicios;Coste laboral total por hora;2015T1;18,37
Servicios;Coste laboral total por hora;2014T4;19,84
Servicios;Coste laboral total por hora;2014T3;19,83
Servicios;Coste laboral total por hora;2014T2;19,26
Servicios;Coste laboral total por hora;2014T1;18,07
Servicios;Coste laboral total por hora;2013T4;20,12
Servicios;Coste laboral total por hora;2013T3;19,85
Servicios;Coste laboral total por hora;2013T2;18,61
Servicios;Coste laboral total por hora;2013T1;18,39
Servicios;Coste laboral total por hora;2012T4;19,63
Servicios;Coste laboral total por hora;2012T3;19,79
Servicios;Coste laboral total por hora;2012T2;19,16
Servicios;Coste laboral total por hora;2012T1;18,15
Servicios;Coste laboral total por hora;2011T4;20,33
Servicios;Coste laboral total por hora;2011T3;19,94
Servicios;Coste laboral total por hora;2011T2;19,23
Servicios;Coste laboral total por hora;2011T1;17,99
Servicios;Coste laboral total por hora;2010T4;19,88
Servicios;Coste laboral total por hora;2010T3;19,04
Servicios;Coste laboral total por hora;2010T2;18,98
Servicios;Coste laboral total por hora;2010T1;17,99
Servicios;Coste laboral total por hora;2009T4;19,72
Servicios;Coste laboral total por hora;2009T3;19,34
Servicios;Coste laboral total por hora;2009T2;18,79
Servicios;Coste laboral total por hora;2009T1;17,62
Servicios;Coste laboral total por hora;2008T4;18,81
Servicios;Coste laboral total por hora;2008T3;18,57
Servicios;Coste laboral total por hora;2008T2;17,24
Servicios;Coste laboral total por hora;2008T1;17,09
Servicios;Coste salarial total por hora;2024T4;19,16
Servicios;Coste salarial total por hora;2024T3;18,26
Servicios;Coste salarial total por hora;2024T2;17,61
Servicios;Coste salarial total por hora;2024T1;17,06
Servicios;Coste salarial total por hora;2023T4;18,64
Servicios;Coste salarial total por hora;2023T3;17,37
Servicios;Coste salarial total por hora;2023T2;17,28
Servicios;Coste salarial total por hora;2023T1;15,89
Servicios;Coste salarial total por hora;2022T4;17,78
Servicios;Coste salarial total por hora;2022T3;16,54
Servicios;Coste salarial total por hora;2022T2;16,26
Servicios;Coste salarial total por hora;2022T1;15,28
Servicios;Coste salarial total por hora;2021T4;17,08
Servicios;Coste salarial total por hora;2021T3;16,1
Servicios;Coste salarial total por hora;2021T2;16,22
Servicios;Coste salarial total por hora;2021T1;15,23
Servicios;Coste salarial total por hora;2020T4;16,91
Servicios;Coste salarial total por hora;2020T3;16,17
Servicios;Coste salarial total por hora;2020T2;16,87
Servicios;Coste salarial total por hora;2020T1;14,71
Servicios;Coste salarial total por hora;2019T4;16,06
Servicios;Coste salarial total por hora;2019T3;15,36
Servicios;Coste salarial total por hora;2019T2;15,15
Servicios;Coste salarial total por hora;2019T1;14
Servicios;Coste salarial total por hora;2018T4;15,8
Servicios;Coste salarial total por hora;2018T3;15,01
Servicios;Coste salarial total por hora;2018T2;14,32
Servicios;Coste salarial total por hora;2018T1;14,01
Servicios;Coste salarial total por hora;2017T4;15,7
Servicios;Coste salarial total por hora;2017T3;14,6
Servicios;Coste salarial total por hora;2017T2;14,61
Servicios;Coste salarial total por hora;2017T1;13,44
Servicios;Coste salarial total por hora;2016T4;15,54
Servicios;Coste salarial total por hora;2016T3;14,68
Servicios;Coste salarial total por hora;2016T2;14,07
Servicios;Coste salarial total por hora;2016T1;14,07
Servicios;Coste salarial total por hora;2015T4;15,44
Servicios;Coste salarial total por hora;2015T3;14,61
Servicios;Coste salarial total por hora;2015T2;14,59
Servicios;Coste salarial total por hora;2015T1;13,61
Servicios;Coste salarial total por hora;2014T4;15,05
Servicios;Coste salarial total por hora;2014T3;14,64
Servicios;Coste salarial total por hora;2014T2;14,47
Servicios;Coste salarial total por hora;2014T1;13,28
Servicios;Coste salarial total por hora;2013T4;15,2
Servicios;Coste salarial total por hora;2013T3;14,61
Servicios;Coste salarial total por hora;2013T2;13,99
Servicios;Coste salarial total por hora;2013T1;13,53
Servicios;Coste salarial total por hora;2012T4;14,78
Servicios;Coste salarial total por hora;2012T3;14,66
Servicios;Coste salarial total por hora;2012T2;14,45
Servicios;Coste salarial total por hora;2012T1;13,43
Servicios;Coste salarial total por hora;2011T4;15,39
Servicios;Coste salarial total por hora;2011T3;14,7
Servicios;Coste salarial total por hora;2011T2;14,43
Servicios;Coste salarial total por hora;2011T1;13,29
Servicios;Coste salarial total por hora;2010T4;15,11
Servicios;Coste salarial total por hora;2010T3;14,11
Servicios;Coste salarial total por hora;2010T2;14,34
Servicios;Coste salarial total por hora;2010T1;13,32
Servicios;Coste salarial total por hora;2009T4;14,98
Servicios;Coste salarial total por hora;2009T3;14,3
Servicios;Coste salarial total por hora;2009T2;14,14
Servicios;Coste salarial total por hora;2009T1;12,97
Servicios;Coste salarial total por hora;2008T4;14,29
Servicios;Coste salarial total por hora;2008T3;13,77
Servicios;Coste salarial total por hora;2008T2;12,94
Servicios;Coste salarial total por hora;2008T1;12,72
Servicios;Coste salarial ordinario por hora;2024T4;15,86
Servicios;Coste salarial ordinario por hora;2024T3;16,65
Servicios;Coste salarial ordinario por hora;2024T2;14,91
Servicios;Coste salarial ordinario por hora;2024T1;15,08
Servicios;Coste salarial ordinario por hora;2023T4;15,39
Servicios;Coste salarial ordinario por hora;2023T3;15,89
Servicios;Coste salarial ordinario por hora;2023T2;14,66
Servicios;Coste salarial ordinario por hora;2023T1;14,09
Servicios;Coste salarial ordinario por hora;2022T4;14,55
Servicios;Coste salarial ordinario por hora;2022T3;15,12
Servicios;Coste salarial ordinario por hora;2022T2;13,78
Servicios;Coste salarial ordinario por hora;2022T1;13,6
Servicios;Coste salarial ordinario por hora;2021T4;14,13
Servicios;Coste salarial ordinario por hora;2021T3;14,7
Servicios;Coste salarial ordinario por hora;2021T2;13,7
Servicios;Coste salarial ordinario por hora;2021T1;13,68
Servicios;Coste salarial ordinario por hora;2020T4;14
Servicios;Coste salarial ordinario por hora;2020T3;14,76
Servicios;Coste salarial ordinario por hora;2020T2;14,11
Servicios;Coste salarial ordinario por hora;2020T1;13,19
Servicios;Coste salarial ordinario por hora;2019T4;13,3
Servicios;Coste salarial ordinario por hora;2019T3;14,08
Servicios;Coste salarial ordinario por hora;2019T2;12,91
Servicios;Coste salarial ordinario por hora;2019T1;12,55
Servicios;Coste salarial ordinario por hora;2018T4;13,05
Servicios;Coste salarial ordinario por hora;2018T3;13,68
Servicios;Coste salarial ordinario por hora;2018T2;12,17
Servicios;Coste salarial ordinario por hora;2018T1;12,53
Servicios;Coste salarial ordinario por hora;2017T4;12,87
Servicios;Coste salarial ordinario por hora;2017T3;13,41
Servicios;Coste salarial ordinario por hora;2017T2;12,33
Servicios;Coste salarial ordinario por hora;2017T1;12,04
Servicios;Coste salarial ordinario por hora;2016T4;12,77
Servicios;Coste salarial ordinario por hora;2016T3;13,47
Servicios;Coste salarial ordinario por hora;2016T2;11,88
Servicios;Coste salarial ordinario por hora;2016T1;12,56
Servicios;Coste salarial ordinario por hora;2015T4;12,61
Servicios;Coste salarial ordinario por hora;2015T3;13,38
Servicios;Coste salarial ordinario por hora;2015T2;12,37
Servicios;Coste salarial ordinario por hora;2015T1;12,18
Servicios;Coste salarial ordinario por hora;2014T4;12,44
Servicios;Coste salarial ordinario por hora;2014T3;13,45
Servicios;Coste salarial ordinario por hora;2014T2;12,35
Servicios;Coste salarial ordinario por hora;2014T1;12,04
Servicios;Coste salarial ordinario por hora;2013T4;12,55
Servicios;Coste salarial ordinario por hora;2013T3;13,42
Servicios;Coste salarial ordinario por hora;2013T2;11,95
Servicios;Coste salarial ordinario por hora;2013T1;12,24
Servicios;Coste salarial ordinario por hora;2012T4;12,65
Servicios;Coste salarial ordinario por hora;2012T3;13,44
Servicios;Coste salarial ordinario por hora;2012T2;12,28
Servicios;Coste salarial ordinario por hora;2012T1;11,96
Servicios;Coste salarial ordinario por hora;2011T4;12,58
Servicios;Coste salarial ordinario por hora;2011T3;13,47
Servicios;Coste salarial ordinario por hora;2011T2;12,16
Servicios;Coste salarial ordinario por hora;2011T1;11,83
Servicios;Coste salarial ordinario por hora;2010T4;12,31
Servicios;Coste salarial ordinario por hora;2010T3;12,91
Servicios;Coste salarial ordinario por hora;2010T2;12,02
Servicios;Coste salarial ordinario por hora;2010T1;11,94
Servicios;Coste salarial ordinario por hora;2009T4;12,2
Servicios;Coste salarial ordinario por hora;2009T3;13,1
Servicios;Coste salarial ordinario por hora;2009T2;12,01
Servicios;Coste salarial ordinario por hora;2009T1;11,69
Servicios;Coste salarial ordinario por hora;2008T4;11,68
Servicios;Coste salarial ordinario por hora;2008T3;12,62
Servicios;Coste salarial ordinario por hora;2008T2;11,05
Servicios;Coste salarial ordinario por hora;2008T1;11,33
Servicios;Otros costes por hora;2024T4;6,27
Servicios;Otros costes por hora;2024T3;6,61
Servicios;Otros costes por hora;2024T2;5,93
Servicios;Otros costes por hora;2024T1;6,05
Servicios;Otros costes por hora;2023T4;6,12
Servicios;Otros costes por hora;2023T3;6,22
Servicios;Otros costes por hora;2023T2;5,81
Servicios;Otros costes por hora;2023T1;5,63
Servicios;Otros costes por hora;2022T4;5,59
Servicios;Otros costes por hora;2022T3;5,77
Servicios;Otros costes por hora;2022T2;5,34
Servicios;Otros costes por hora;2022T1;5,38
Servicios;Otros costes por hora;2021T4;5,46
Servicios;Otros costes por hora;2021T3;5,6
Servicios;Otros costes por hora;2021T2;5,38
Servicios;Otros costes por hora;2021T1;5,42
Servicios;Otros costes por hora;2020T4;5,57
Servicios;Otros costes por hora;2020T3;5,66
Servicios;Otros costes por hora;2020T2;5,86
Servicios;Otros costes por hora;2020T1;5,16
Servicios;Otros costes por hora;2019T4;5,18
Servicios;Otros costes por hora;2019T3;5,43
Servicios;Otros costes por hora;2019T2;5,02
Servicios;Otros costes por hora;2019T1;4,92
Servicios;Otros costes por hora;2018T4;4,97
Servicios;Otros costes por hora;2018T3;5,26
Servicios;Otros costes por hora;2018T2;4,69
Servicios;Otros costes por hora;2018T1;4,85
Servicios;Otros costes por hora;2017T4;4,96
Servicios;Otros costes por hora;2017T3;5,12
Servicios;Otros costes por hora;2017T2;4,73
Servicios;Otros costes por hora;2017T1;4,71
Servicios;Otros costes por hora;2016T4;4,85
Servicios;Otros costes por hora;2016T3;5,13
Servicios;Otros costes por hora;2016T2;4,6
Servicios;Otros costes por hora;2016T1;4,87
Servicios;Otros costes por hora;2015T4;4,84
Servicios;Otros costes por hora;2015T3;5,15
Servicios;Otros costes por hora;2015T2;4,8
Servicios;Otros costes por hora;2015T1;4,76
Servicios;Otros costes por hora;2014T4;4,79
Servicios;Otros costes por hora;2014T3;5,19
Servicios;Otros costes por hora;2014T2;4,79
Servicios;Otros costes por hora;2014T1;4,79
Servicios;Otros costes por hora;2013T4;4,92
Servicios;Otros costes por hora;2013T3;5,24
Servicios;Otros costes por hora;2013T2;4,62
Servicios;Otros costes por hora;2013T1;4,86
Servicios;Otros costes por hora;2012T4;4,85
Servicios;Otros costes por hora;2012T3;5,13
Servicios;Otros costes por hora;2012T2;4,71
Servicios;Otros costes por hora;2012T1;4,72
Servicios;Otros costes por hora;2011T4;4,94
Servicios;Otros costes por hora;2011T3;5,24
Servicios;Otros costes por hora;2011T2;4,8
Servicios;Otros costes por hora;2011T1;4,7
Servicios;Otros costes por hora;2010T4;4,77
Servicios;Otros costes por hora;2010T3;4,93
Servicios;Otros costes por hora;2010T2;4,64
Servicios;Otros costes por hora;2010T1;4,67
Servicios;Otros costes por hora;2009T4;4,74
Servicios;Otros costes por hora;2009T3;5,04
Servicios;Otros costes por hora;2009T2;4,65
Servicios;Otros costes por hora;2009T1;4,65
Servicios;Otros costes por hora;2008T4;4,52
Servicios;Otros costes por hora;2008T3;4,8
Servicios;Otros costes por hora;2008T2;4,3
Servicios;Otros costes por hora;2008T1;4,37
